year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2023,2,9E,Endeavor Air Inc.,ABY,"Albany, GA: Southwest Georgia Regional",68.00,4.00,1.00,0.00,3.00,0.00,0.00,0.00,0.00,89.00,26.00,0.00,63.00,0.00,0.00
2023,2,9E,Endeavor Air Inc.,AEX,"Alexandria, LA: Alexandria International",56.00,3.00,2.00,0.00,1.00,0.00,0.00,0.00,2.00,140.00,124.00,0.00,16.00,0.00,0.00
2023,2,9E,Endeavor Air Inc.,AGS,"Augusta, GA: Augusta Regional at Bush Field",17.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,52.00,52.00,0.00,0.00,0.00,0.00
2023,2,9E,Endeavor Air Inc.,ALB,"Albany, NY: Albany International",96.00,14.00,3.07,0.00,2.10,0.00,8.83,4.00,0.00,683.00,97.00,0.00,80.00,0.00,506.00
2023,2,9E,Endeavor Air Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1574.00,135.00,59.79,4.76,18.44,0.00,52.01,2.00,0.00,16180.00,8647.00,445.00,517.00,0.00,6571.00
2023,2,9E,Endeavor Air Inc.,AUS,"Austin, TX: Austin - Bergstrom International",44.00,4.00,1.00,1.00,2.00,0.00,0.00,0.00,1.00,112.00,28.00,42.00,42.00,0.00,0.00
2023,2,9E,Endeavor Air Inc.,AVL,"Asheville, NC: Asheville Regional",86.00,6.00,2.76,0.00,1.00,0.00,2.24,1.00,0.00,289.00,132.00,0.00,39.00,0.00,118.00
2023,2,9E,Endeavor Air Inc.,AZO,"Kalamazoo, MI: Kalamazoo/Battle Creek International",56.00,5.00,1.92,1.00,1.08,0.00,1.00,2.00,0.00,980.00,100.00,787.00,32.00,0.00,61.00
2023,2,9E,Endeavor Air Inc.,BDL,"Hartford, CT: Bradley International",29.00,4.00,1.59,0.00,1.09,0.00,1.33,1.00,0.00,289.00,175.00,0.00,65.00,0.00,49.00
2023,2,9E,Endeavor Air Inc.,BGM,"Binghamton, NY: Greater Binghamton/Edwin A. Link Field",52.00,11.00,2.63,1.19,3.68,0.00,3.51,2.00,0.00,1570.00,105.00,294.00,670.00,0.00,501.00
2023,2,9E,Endeavor Air Inc.,BGR,"Bangor, ME: Bangor International",152.00,19.00,5.75,1.00,2.78,0.00,9.47,9.00,0.00,881.00,388.00,16.00,66.00,0.00,411.00
2023,2,9E,Endeavor Air Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",45.00,6.00,0.88,1.70,1.35,0.00,2.07,2.00,0.00,303.00,37.00,87.00,73.00,0.00,106.00
2023,2,9E,Endeavor Air Inc.,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2023,2,9E,Endeavor Air Inc.,BNA,"Nashville, TN: Nashville International",53.00,7.00,3.30,0.00,0.04,0.00,3.67,0.00,0.00,360.00,115.00,0.00,4.00,0.00,241.00
2023,2,9E,Endeavor Air Inc.,BQK,"Brunswick, GA: Brunswick Golden Isles",56.00,5.00,4.81,0.00,0.17,0.00,0.02,0.00,0.00,264.00,259.00,0.00,4.00,0.00,1.00
2023,2,9E,Endeavor Air Inc.,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",86.00,7.00,5.96,0.00,1.04,0.00,0.00,0.00,0.00,303.00,264.00,0.00,39.00,0.00,0.00
2023,2,9E,Endeavor Air Inc.,BTV,"Burlington, VT: Burlington International",84.00,17.00,7.20,0.89,4.60,0.00,4.32,2.00,0.00,972.00,465.00,117.00,217.00,0.00,173.00
2023,2,9E,Endeavor Air Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",172.00,24.00,7.60,0.00,11.28,0.00,5.12,6.00,0.00,970.00,322.00,0.00,345.00,0.00,303.00
2023,2,9E,Endeavor Air Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",56.00,5.00,0.79,0.94,1.30,0.00,1.97,0.00,0.00,323.00,75.00,83.00,62.00,0.00,103.00
2023,2,9E,Endeavor Air Inc.,CAE,"Columbia, SC: Columbia Metropolitan",53.00,12.00,3.17,0.00,4.63,0.00,4.21,1.00,0.00,746.00,145.00,0.00,168.00,0.00,433.00
2023,2,9E,Endeavor Air Inc.,CHA,"Chattanooga, TN: Lovell Field",108.00,12.00,6.17,1.63,2.59,0.00,1.61,0.00,0.00,494.00,242.00,110.00,67.00,0.00,75.00
2023,2,9E,Endeavor Air Inc.,CHO,"Charlottesville, VA: Charlottesville Albemarle",148.00,19.00,3.73,0.00,3.99,0.00,11.28,2.00,0.00,968.00,226.00,0.00,127.00,0.00,615.00
2023,2,9E,Endeavor Air Inc.,CHS,"Charleston, SC: Charleston AFB/International",165.00,26.00,7.35,1.00,7.24,0.00,10.41,5.00,0.00,1741.00,521.00,32.00,476.00,0.00,712.00
2023,2,9E,Endeavor Air Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2023,2,9E,Endeavor Air Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",219.00,35.00,8.69,0.00,13.75,0.00,12.55,6.00,0.00,1793.00,436.00,0.00,389.00,0.00,968.00
2023,2,9E,Endeavor Air Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",212.00,29.00,11.19,0.55,8.13,0.00,9.14,4.00,0.00,1530.00,642.00,18.00,285.00,0.00,585.00
2023,2,9E,Endeavor Air Inc.,CMH,"Columbus, OH: John Glenn Columbus International",4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2023,2,9E,Endeavor Air Inc.,CRW,"Charleston/Dunbar, WV: West Virginia International Yeager",65.00,4.00,3.00,0.00,0.00,0.00,1.00,0.00,0.00,128.00,95.00,0.00,0.00,0.00,33.00
2023,2,9E,Endeavor Air Inc.,CSG,"Columbus, GA: Columbus Airport",61.00,5.00,2.41,1.00,0.64,0.00,0.95,0.00,0.00,350.00,141.00,141.00,33.00,0.00,35.00
2023,2,9E,Endeavor Air Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",522.00,59.00,13.35,1.00,15.80,0.00,28.85,14.00,0.00,3982.00,820.00,39.00,609.00,0.00,2514.00
2023,2,9E,Endeavor Air Inc.,CWA,"Mosinee, WI: Central Wisconsin",56.00,3.00,0.01,0.00,1.00,0.00,1.99,4.00,0.00,196.00,1.00,0.00,48.00,0.00,147.00
2023,2,9E,Endeavor Air Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",49.00,4.00,2.68,0.00,0.56,0.00,0.76,0.00,0.00,405.00,346.00,0.00,18.00,0.00,41.00
2023,2,9E,Endeavor Air Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",156.00,22.00,9.24,1.00,6.48,0.00,5.27,0.00,0.00,1414.00,753.00,47.00,176.00,0.00,438.00
2023,2,9E,Endeavor Air Inc.,DHN,"Dothan, AL: Dothan Regional",56.00,4.00,2.96,0.96,0.08,0.00,0.00,0.00,0.00,157.00,106.00,48.00,3.00,0.00,0.00
2023,2,9E,Endeavor Air Inc.,DLH,"Duluth, MN: Duluth International",5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2023,2,9E,Endeavor Air Inc.,DSM,"Des Moines, IA: Des Moines International",159.00,13.00,4.06,0.00,4.38,0.00,4.56,8.00,0.00,564.00,118.00,0.00,107.00,0.00,339.00
2023,2,9E,Endeavor Air Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",1091.00,104.00,29.36,5.23,29.49,0.00,39.91,28.00,0.00,8809.00,3364.00,597.00,975.00,0.00,3873.00
2023,2,9E,Endeavor Air Inc.,EVV,"Evansville, IN: Evansville Regional",52.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,66.00,66.00,0.00,0.00,0.00,0.00
2023,2,9E,Endeavor Air Inc.,EWR,"Newark, NJ: Newark Liberty International",127.00,27.00,7.17,1.00,18.52,0.00,0.31,1.00,0.00,2312.00,1065.00,106.00,1123.00,0.00,18.00
2023,2,9E,Endeavor Air Inc.,EYW,"Key West, FL: Key West International",24.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,61.00,0.00,0.00,61.00,0.00,0.00
2023,2,9E,Endeavor Air Inc.,FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",27.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,20.00,0.00,0.00,0.00,0.00
2023,2,9E,Endeavor Air Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",14.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2023,2,9E,Endeavor Air Inc.,GFK,"Grand Forks, ND: Grand Forks International",14.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2023,2,9E,Endeavor Air Inc.,GRB,"Green Bay, WI: Green Bay Austin Straubel International",82.00,5.00,1.93,1.00,1.84,0.00,0.23,3.00,0.00,366.00,194.00,127.00,40.00,0.00,5.00
2023,2,9E,Endeavor Air Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",63.00,12.00,5.18,0.00,2.31,0.00,4.51,2.00,0.00,619.00,258.00,0.00,63.00,0.00,298.00
2023,2,9E,Endeavor Air Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",96.00,17.00,4.52,0.35,2.46,0.00,9.67,4.00,0.00,1017.00,246.00,13.00,69.00,0.00,689.00
2023,2,9E,Endeavor Air Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",76.00,14.00,2.89,0.00,4.36,0.00,6.75,2.00,0.00,847.00,87.00,0.00,148.00,0.00,612.00
2023,2,9E,Endeavor Air Inc.,GTR,"Columbus, MS: Golden Triangle Regional",76.00,9.00,6.13,0.00,1.00,0.00,1.87,0.00,0.00,1296.00,1134.00,0.00,16.00,0.00,146.00
2023,2,9E,Endeavor Air Inc.,HPN,"White Plains, NY: Westchester County",8.00,2.00,0.76,0.00,1.24,0.00,0.00,0.00,0.00,292.00,188.00,0.00,104.00,0.00,0.00
2023,2,9E,Endeavor Air Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",19.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,76.00,76.00,0.00,0.00,0.00,0.00
2023,2,9E,Endeavor Air Inc.,IAD,"Washington, DC: Washington Dulles International",23.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,33.00,0.00,0.00,33.00,0.00,0.00
2023,2,9E,Endeavor Air Inc.,ILM,"Wilmington, NC: Wilmington International",97.00,9.00,4.03,0.89,2.18,0.00,1.90,1.00,0.00,422.00,199.00,41.00,98.00,0.00,84.00
2023,2,9E,Endeavor Air Inc.,IND,"Indianapolis, IN: Indianapolis International",201.00,17.00,3.18,0.00,9.54,0.00,4.28,4.00,0.00,571.00,181.00,0.00,254.00,0.00,136.00
2023,2,9E,Endeavor Air Inc.,ITH,"Ithaca/Cortland, NY: Ithaca Tompkins International",56.00,9.00,2.90,0.40,4.51,0.00,1.19,1.00,1.00,476.00,161.00,47.00,205.00,0.00,63.00
2023,2,9E,Endeavor Air Inc.,JAX,"Jacksonville, FL: Jacksonville International",107.00,13.00,1.55,0.00,4.27,0.00,7.18,2.00,0.00,578.00,54.00,0.00,194.00,0.00,330.00
2023,2,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1604.00,211.00,38.25,9.49,104.65,0.00,58.61,35.00,1.00,13455.00,2957.00,1822.00,4234.00,0.00,4442.00
2023,2,9E,Endeavor Air Inc.,LAN,"Lansing, MI: Capital Region International",56.00,5.00,5.00,0.00,0.00,0.00,0.00,2.00,0.00,804.00,804.00,0.00,0.00,0.00,0.00
2023,2,9E,Endeavor Air Inc.,LEX,"Lexington, KY: Blue Grass",76.00,4.00,1.94,0.00,0.65,0.00,1.41,2.00,0.00,246.00,116.00,0.00,64.00,0.00,66.00
2023,2,9E,Endeavor Air Inc.,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",12.00,2.00,1.77,0.00,0.08,0.00,0.15,0.00,0.00,133.00,120.00,0.00,7.00,0.00,6.00
2023,2,9E,Endeavor Air Inc.,LGA,"New York, NY: LaGuardia",2303.00,432.00,54.39,22.31,258.24,0.00,97.06,80.00,3.00,33253.00,5337.00,4117.00,16242.00,0.00,7557.00
2023,2,9E,Endeavor Air Inc.,LSE,"La Crosse, WI: La Crosse Regional",28.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2023,2,9E,Endeavor Air Inc.,MBS,"Saginaw/Bay City/Midland, MI: MBS International",56.00,11.00,6.75,0.00,4.25,0.00,0.00,2.00,0.00,339.00,263.00,0.00,76.00,0.00,0.00
2023,2,9E,Endeavor Air Inc.,MCI,"Kansas City, MO: Kansas City International",48.00,12.00,3.06,0.00,8.25,0.00,0.69,1.00,0.00,850.00,484.00,0.00,330.00,0.00,36.00
2023,2,9E,Endeavor Air Inc.,MDT,"Harrisburg, PA: Harrisburg International",13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2023,2,9E,Endeavor Air Inc.,MDW,"Chicago, IL: Chicago Midway International",150.00,7.00,5.39,0.23,0.77,0.00,0.61,8.00,0.00,472.00,326.00,14.00,46.00,0.00,86.00
2023,2,9E,Endeavor Air Inc.,MEM,"Memphis, TN: Memphis International",61.00,8.00,0.00,0.00,2.50,0.00,5.50,4.00,0.00,336.00,0.00,0.00,141.00,0.00,195.00
2023,2,9E,Endeavor Air Inc.,MGM,"Montgomery, AL: Montgomery Regional",92.00,12.00,2.81,6.77,1.54,0.00,0.87,2.00,1.00,3582.00,237.00,3042.00,186.00,0.00,117.00
2023,2,9E,Endeavor Air Inc.,MKE,"Milwaukee, WI: General Mitchell International",101.00,20.00,2.79,0.00,8.08,0.00,9.13,5.00,0.00,1311.00,233.00,0.00,224.00,0.00,854.00
2023,2,9E,Endeavor Air Inc.,MLU,"Monroe, LA: Monroe Regional",56.00,7.00,4.18,0.00,0.14,0.00,2.68,0.00,0.00,830.00,457.00,0.00,15.00,0.00,358.00
2023,2,9E,Endeavor Air Inc.,MOB,"Mobile, AL: Mobile Regional",7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2023,2,9E,Endeavor Air Inc.,MQT,"Marquette, MI: Sawyer International",28.00,2.00,1.00,1.00,0.00,0.00,0.00,2.00,0.00,155.00,84.00,71.00,0.00,0.00,0.00
2023,2,9E,Endeavor Air Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",37.00,1.00,0.00,0.00,1.00,0.00,0.00,2.00,1.00,40.00,0.00,0.00,40.00,0.00,0.00
2023,2,9E,Endeavor Air Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",550.00,39.00,14.92,2.02,12.39,0.00,9.67,36.00,0.00,2364.00,1052.00,343.00,497.00,0.00,472.00
2023,2,9E,Endeavor Air Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",54.00,10.00,3.10,0.00,1.00,0.00,5.90,2.00,0.00,633.00,268.00,0.00,26.00,0.00,339.00
2023,2,9E,Endeavor Air Inc.,OAJ,"Jacksonville/Camp Lejeune, NC: Albert J Ellis",6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2023,2,9E,Endeavor Air Inc.,OMA,"Omaha, NE: Eppley Airfield",24.00,10.00,1.42,0.00,5.49,0.00,3.08,1.00,0.00,543.00,41.00,0.00,221.00,0.00,281.00
2023,2,9E,Endeavor Air Inc.,ORF,"Norfolk, VA: Norfolk International",123.00,26.00,5.23,0.71,11.17,0.00,8.89,3.00,0.00,1357.00,346.00,115.00,419.00,0.00,477.00
2023,2,9E,Endeavor Air Inc.,ORH,"Worcester, MA: Worcester Regional",24.00,4.00,1.14,0.00,0.34,0.00,2.52,1.00,0.00,276.00,116.00,0.00,13.00,0.00,147.00
2023,2,9E,Endeavor Air Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",121.00,13.00,5.13,0.67,4.47,0.00,2.72,3.00,1.00,589.00,138.00,21.00,160.00,0.00,270.00
2023,2,9E,Endeavor Air Inc.,PVD,"Providence, RI: Rhode Island Tf Green International",98.00,19.00,6.63,0.00,1.14,0.00,11.24,3.00,0.00,1260.00,395.00,0.00,54.00,0.00,811.00
2023,2,9E,Endeavor Air Inc.,PWM,"Portland, ME: Portland International Jetport",86.00,13.00,4.98,0.00,3.05,0.00,4.97,0.00,0.00,513.00,190.00,0.00,103.00,0.00,220.00
2023,2,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",416.00,62.00,12.71,0.00,15.61,0.00,33.67,7.00,0.00,5878.00,1751.00,0.00,863.00,0.00,3264.00
2023,2,9E,Endeavor Air Inc.,RIC,"Richmond, VA: Richmond International",177.00,36.00,10.79,1.00,12.88,0.00,11.33,4.00,0.00,1899.00,514.00,158.00,501.00,0.00,726.00
2023,2,9E,Endeavor Air Inc.,ROA,"Roanoke, VA: Roanoke Blacksburg Regional",74.00,7.00,3.72,0.00,0.82,0.00,2.45,1.00,0.00,329.00,216.00,0.00,23.00,0.00,90.00
2023,2,9E,Endeavor Air Inc.,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",241.00,34.00,9.98,0.66,13.46,0.00,9.89,7.00,1.00,1728.00,598.00,87.00,497.00,0.00,546.00
2023,2,9E,Endeavor Air Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",133.00,27.00,5.19,0.67,11.95,0.00,9.19,2.00,0.00,1382.00,190.00,138.00,417.00,0.00,637.00
2023,2,9E,Endeavor Air Inc.,SCE,"State College, PA: University Park",52.00,7.00,1.71,0.00,1.12,0.00,4.17,2.00,0.00,389.00,86.00,0.00,25.00,0.00,278.00
2023,2,9E,Endeavor Air Inc.,SDF,"Louisville, KY: Louisville Muhammad Ali International",19.00,4.00,0.47,1.00,1.02,0.00,1.51,1.00,0.00,135.00,12.00,25.00,37.00,0.00,61.00
2023,2,9E,Endeavor Air Inc.,SGF,"Springfield, MO: Springfield-Branson National",13.00,3.00,2.85,0.00,0.15,0.00,0.00,0.00,0.00,73.00,69.00,0.00,4.00,0.00,0.00
2023,2,9E,Endeavor Air Inc.,STL,"St. Louis, MO: St Louis Lambert International",20.00,3.00,1.75,0.00,0.52,0.00,0.74,0.00,0.00,372.00,256.00,0.00,40.00,0.00,76.00
2023,2,9E,Endeavor Air Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",151.00,12.00,2.68,0.00,2.11,0.00,7.21,9.00,0.00,721.00,300.00,0.00,107.00,0.00,314.00
2023,2,9E,Endeavor Air Inc.,TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities",47.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,22.00,22.00,0.00,0.00,0.00,0.00
2023,2,9E,Endeavor Air Inc.,TVC,"Traverse City, MI: Cherry Capital",6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2023,2,9E,Endeavor Air Inc.,TYS,"Knoxville, TN: McGhee Tyson",232.00,27.00,11.10,1.00,8.70,0.00,6.21,3.00,1.00,1449.00,608.00,19.00,340.00,0.00,482.00
2023,2,9E,Endeavor Air Inc.,VLD,"Valdosta, GA: Valdosta Regional",68.00,10.00,4.79,0.00,3.32,0.00,1.88,0.00,1.00,386.00,225.00,0.00,76.00,0.00,85.00
2023,2,9E,Endeavor Air Inc.,XNA,"Fayetteville, AR: Northwest Arkansas National",87.00,5.00,3.20,0.00,0.83,0.00,0.97,0.00,0.00,205.00,148.00,0.00,26.00,0.00,31.00
2023,2,AA,American Airlines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",277.00,71.00,19.24,2.06,16.91,0.38,32.41,7.00,1.00,4578.00,1430.00,91.00,694.00,12.00,2351.00
2023,2,AA,American Airlines Inc.,ALB,"Albany, NY: Albany International",53.00,8.00,2.11,0.00,1.28,0.00,4.61,2.00,0.00,434.00,132.00,0.00,30.00,0.00,272.00
2023,2,AA,American Airlines Inc.,AMA,"Amarillo, TX: Rick Husband Amarillo International",79.00,24.00,8.52,2.86,0.34,0.00,12.28,5.00,0.00,3287.00,716.00,217.00,14.00,0.00,2340.00
2023,2,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",662.00,143.00,63.02,2.72,19.85,0.29,57.12,9.00,1.00,11437.00,4368.00,138.00,917.00,13.00,6001.00
2023,2,AA,American Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",1198.00,290.00,76.86,6.13,72.29,0.03,134.69,31.00,0.00,25973.00,8776.00,620.00,2378.00,4.00,14195.00
2023,2,AA,American Airlines Inc.,AVL,"Asheville, NC: Asheville Regional",52.00,8.00,1.01,0.00,0.05,0.00,6.93,0.00,0.00,401.00,29.00,0.00,5.00,0.00,367.00
2023,2,AA,American Airlines Inc.,AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",30.00,6.00,2.38,0.00,0.00,0.00,3.62,0.00,0.00,532.00,146.00,0.00,0.00,0.00,386.00
2023,2,AA,American Airlines Inc.,BDL,"Hartford, CT: Bradley International",208.00,40.00,18.60,0.24,3.59,0.00,17.57,1.00,0.00,3745.00,2256.00,7.00,194.00,0.00,1288.00
2023,2,AA,American Airlines Inc.,BFL,"Bakersfield, CA: Meadows Field",57.00,20.00,7.10,1.00,1.81,0.00,10.09,1.00,0.00,1425.00,609.00,36.00,128.00,0.00,652.00
2023,2,AA,American Airlines Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",82.00,21.00,5.92,1.49,2.29,0.00,11.31,3.00,0.00,2804.00,315.00,85.00,120.00,0.00,2284.00
2023,2,AA,American Airlines Inc.,BNA,"Nashville, TN: Nashville International",544.00,118.00,30.07,4.66,14.94,0.05,68.28,12.00,1.00,7741.00,1708.00,336.00,632.00,14.00,5051.00
2023,2,AA,American Airlines Inc.,BOI,"Boise, ID: Boise Air Terminal",111.00,31.00,6.92,1.53,8.66,0.00,13.89,4.00,0.00,1565.00,440.00,127.00,216.00,0.00,782.00
2023,2,AA,American Airlines Inc.,BOS,"Boston, MA: Logan International",1188.00,239.00,74.62,6.48,53.16,0.67,104.06,12.00,0.00,15160.00,4962.00,356.00,1843.00,25.00,7974.00
2023,2,AA,American Airlines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",103.00,26.00,4.68,2.03,1.53,0.00,17.76,4.00,0.00,2514.00,239.00,553.00,45.00,0.00,1677.00
2023,2,AA,American Airlines Inc.,BUR,"Burbank, CA: Bob Hope",114.00,34.00,10.55,0.22,9.86,0.00,13.37,4.00,2.00,2033.00,1033.00,17.00,308.00,0.00,675.00
2023,2,AA,American Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",234.00,43.00,14.78,3.82,4.89,0.00,19.51,5.00,0.00,2047.00,550.00,199.00,153.00,0.00,1145.00
2023,2,AA,American Airlines Inc.,BZN,"Bozeman, MT: Bozeman Yellowstone International",54.00,7.00,1.22,1.17,1.87,0.00,2.74,2.00,0.00,185.00,47.00,34.00,32.00,0.00,72.00
2023,2,AA,American Airlines Inc.,CAE,"Columbia, SC: Columbia Metropolitan",56.00,13.00,3.72,1.42,1.25,0.00,6.61,3.00,0.00,916.00,236.00,34.00,33.00,0.00,613.00
2023,2,AA,American Airlines Inc.,CHS,"Charleston, SC: Charleston AFB/International",325.00,58.00,13.58,1.52,8.73,0.00,34.17,2.00,1.00,3543.00,1249.00,55.00,297.00,0.00,1942.00
2023,2,AA,American Airlines Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",109.00,33.00,8.82,0.27,6.26,0.00,17.65,6.00,0.00,1699.00,469.00,6.00,262.00,0.00,962.00
2023,2,AA,American Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",265.00,44.00,14.58,3.00,2.47,0.00,23.96,7.00,0.00,1902.00,665.00,147.00,96.00,0.00,994.00
2023,2,AA,American Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",8714.00,1400.00,431.66,34.48,329.90,3.46,600.49,61.00,5.00,138881.00,58067.00,5218.00,11446.00,949.00,63201.00
2023,2,AA,American Airlines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",290.00,54.00,17.77,1.65,8.72,0.00,25.86,5.00,0.00,2647.00,820.00,54.00,254.00,0.00,1519.00
2023,2,AA,American Airlines Inc.,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",79.00,16.00,4.93,4.36,4.75,0.00,1.96,4.00,2.00,1440.00,1017.00,208.00,172.00,0.00,43.00
2023,2,AA,American Airlines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",188.00,44.00,17.84,1.74,4.43,0.00,19.99,6.00,0.00,2419.00,1001.00,147.00,121.00,0.00,1150.00
2023,2,AA,American Airlines Inc.,DAB,"Daytona Beach, FL: Daytona Beach International",86.00,16.00,7.04,0.00,3.05,0.00,5.91,0.00,0.00,696.00,254.00,0.00,161.00,0.00,281.00
2023,2,AA,American Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",2270.00,442.00,130.52,9.45,113.91,2.81,185.32,27.00,3.00,29642.00,10076.00,828.00,3490.00,185.00,15063.00
2023,2,AA,American Airlines Inc.,DEN,"Denver, CO: Denver International",638.00,195.00,60.10,5.05,59.45,0.62,69.79,11.00,0.00,12101.00,3003.00,254.00,2012.00,16.00,6816.00
2023,2,AA,American Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",12096.00,2502.00,699.88,46.34,626.29,3.87,1125.63,580.00,8.00,225946.00,88956.00,7275.00,22377.00,152.00,107186.00
2023,2,AA,American Airlines Inc.,DSM,"Des Moines, IA: Des Moines International",216.00,56.00,19.97,0.52,13.88,0.00,21.63,5.00,1.00,4648.00,1506.00,57.00,462.00,0.00,2623.00
2023,2,AA,American Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",321.00,55.00,16.67,3.03,7.69,0.00,27.62,13.00,0.00,3252.00,1029.00,192.00,358.00,0.00,1673.00
2023,2,AA,American Airlines Inc.,ECP,"Panama City, FL: Northwest Florida Beaches International",55.00,16.00,3.34,0.00,0.35,0.00,12.31,0.00,0.00,1865.00,265.00,0.00,58.00,0.00,1542.00
2023,2,AA,American Airlines Inc.,EGE,"Eagle, CO: Eagle County Regional",192.00,41.00,14.87,1.94,17.39,0.00,6.81,6.00,0.00,2537.00,1117.00,106.00,642.00,0.00,672.00
2023,2,AA,American Airlines Inc.,ELP,"El Paso, TX: El Paso International",220.00,48.00,16.65,2.13,8.42,0.00,20.79,7.00,3.00,2717.00,937.00,78.00,346.00,0.00,1356.00
2023,2,AA,American Airlines Inc.,EUG,"Eugene, OR: Mahlon Sweet Field",28.00,2.00,0.81,0.00,0.79,0.00,0.40,0.00,0.00,94.00,17.00,0.00,48.00,0.00,29.00
